,code,year,period,id,Country,tourists,venue,rate,food,glass,metal,other,paper,plastic,leather,green_waste,waste_recycling
11282,CAS_7723-14-0,2008,2008-01--2008-12,BERW06_AM17R,Belgium,6496961.0,0.0,0.0,14.18,3.1,1.91,40.14,18.38,13.94,0.0,5.84,34.303000000000004
11296,CAS_14265-44-2,2008,2008-01--2008-12,BERW06_ML06R,Belgium,6496961.0,0.0,0.0,14.18,3.1,1.91,40.14,18.38,13.94,0.0,5.84,34.303000000000004
11334,CAS_7723-14-0,2010,2010-01--2010-12,ES018MSPFES139MAR000710,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
11345,CAS_14265-44-2,2010,2010-01--2010-12,ES018MSPFES126MAR000560,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
11346,CAS_14265-44-2,2010,2010-01--2010-12,ES018MSPFES098MAR000310,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
11349,CAS_7723-14-0,2010,2010-01--2010-12,ES018MSPFES113MAR000400,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
11355,CAS_7723-14-0,2010,2010-01--2010-12,ES018MSPFES126MAR000560,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
11356,CAS_7723-14-0,2010,2010-01--2010-12,ES018MSPFES098MAR000310,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
11368,CAS_14265-44-2,2008,2008-01--2008-12,IT12-2_36,Italy,39653776.0,0.0,22.000449286566845,34.4,7.6,4.3,15.4,22.8,11.6,0.0,0.0,25.9
11373,CAS_14265-44-2,2008,2008-01--2008-12,FRDR1806A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11384,CAS_7723-14-0,2008,2008-01--2008-12,UKGB108047004000,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
11409,CAS_14265-44-2,2008,2008-01--2008-12,FRGR0365B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11438,CAS_7723-14-0,2008,2008-01--2008-12,FRDR417B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11441,CAS_14265-44-2,2008,2008-01--2008-12,FRDR428B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11482,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0351B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11490,CAS_7723-14-0,2009,2009-01--2009-12,FRGR0351B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11493,CAS_7723-14-0,2009,2009-01--2009-12,FRGR0351C,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11498,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0351C,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11501,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0007D,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11507,CAS_7723-14-0,2009,2009-01--2009-12,UKSC005011,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
11523,CAS_14265-44-2,2009,2009-01--2009-12,UKSC005105,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
11528,CAS_14265-44-2,2009,2009-01--2009-12,FRFR10,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11561,CAS_14265-44-2,2010,2010-01--2010-12,ES030MSPF0918010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
11569,CAS_7723-14-0,2008,2008-01--2008-12,FRAR03,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11579,CAS_7723-14-0,2009,2009-01--2009-12,UKSC005954,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
11592,CAS_14265-44-2,2009,2009-01--2009-12,FRDR79,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11595,CAS_7723-14-0,2009,2009-01--2009-12,FRDR78B,None,50941692.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11601,CAS_7723-14-0,2009,2009-01--2009-12,FRGR0111,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11629,CAS_14265-44-2,2009,2009-01--2009-12,FRDR11534,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11636,CAS_7723-14-0,2009,2009-01--2009-12,FRGR0144B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11637,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0007A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11648,CAS_7723-14-0,2009,2009-01--2009-12,ES030MSPF0430021,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
11652,CAS_14265-44-2,2009,2009-01--2009-12,FRDR591,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11656,CAS_7723-14-0,2009,2009-01--2009-12,FRDR579B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11676,CAS_7723-14-0,2009,2009-01--2009-12,FRDR11206,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11681,CAS_7723-14-0,2009,2009-01--2009-12,UKSC006502,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
11682,CAS_14265-44-2,2009,2009-01--2009-12,UKSC006501,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
11687,CAS_7723-14-0,2009,2009-01--2009-12,FRDR406A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11689,CAS_7723-14-0,2009,2009-01--2009-12,FRDR1251,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11691,CAS_7723-14-0,2009,2009-01--2009-12,FRDR400C,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11698,CAS_14265-44-2,2009,2009-01--2009-12,UKSC005207,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
11712,CAS_7723-14-0,2009,2009-01--2009-12,UKSC005220,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
11716,CAS_14265-44-2,2009,2009-01--2009-12,FRDR2034B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11731,CAS_7723-14-0,2009,2009-01--2009-12,UKSC010465,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
11741,CAS_7723-14-0,2009,2009-01--2009-12,UKSC010427,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
11768,CAS_14265-44-2,2009,2009-01--2009-12,RSJMOR_4,Serbia,530038.0,0.0,21.867101881239144,37.62,5.44,1.38,16.72,13.57,12.73,0.4,12.14,0.76
11786,CAS_14265-44-2,2009,2009-01--2009-12,UKSC010266,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
11799,CAS_7723-14-0,2009,2009-01--2009-12,UKSC010343,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
11809,CAS_14265-44-2,2009,2009-01--2009-12,FRHR203,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11815,CAS_14265-44-2,2009,2009-01--2009-12,FRHR200,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11827,CAS_7723-14-0,2009,2009-01--2009-12,FRHR216A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11841,CAS_14265-44-2,2009,2009-01--2009-12,FRFR604,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11850,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0455B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11862,CAS_14265-44-2,2009,2009-01--2009-12,ES100MSPF1000350,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
11871,CAS_7723-14-0,2009,2009-01--2009-12,FRFR303A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11880,CAS_7723-14-0,2009,2009-01--2009-12,FRGR0467,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11886,CAS_14265-44-2,2009,2009-01--2009-12,ES100MSPF1000260,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
11887,CAS_14265-44-2,2009,2009-01--2009-12,ES100MSPF1000310,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
11899,CAS_7723-14-0,2010,2010-01--2010-12,FRFR161,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11901,CAS_7723-14-0,2010,2010-01--2010-12,FRDR1807A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11903,CAS_7723-14-0,2010,2010-01--2010-12,FRFR597,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11904,CAS_14265-44-2,2010,2010-01--2010-12,FRFR296B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11905,CAS_14265-44-2,2010,2010-01--2010-12,FRFR155,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11910,CAS_14265-44-2,2010,2010-01--2010-12,FRDR1807A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11911,CAS_14265-44-2,2010,2010-01--2010-12,FRFR154,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11916,CAS_14265-44-2,2010,2010-01--2010-12,FRFR188,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11917,CAS_7723-14-0,2010,2010-01--2010-12,FRFR188,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11927,CAS_14265-44-2,2009,2009-01--2009-12,FRHR216B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11933,CAS_7723-14-0,2009,2009-01--2009-12,BG1IS135R1426,Bulgaria,4836884.0,0.0,10.928049723307288,24.35,5.83,1.98,17.93,14.18,12.15,1.96,19.18,19.03
11937,CAS_14265-44-2,2009,2009-01--2009-12,BG1IS400R012,Bulgaria,4836884.0,0.0,10.928049723307288,24.35,5.83,1.98,17.93,14.18,12.15,1.96,19.18,19.03
11961,CAS_14265-44-2,2009,2009-01--2009-12,DERW_DERP_2646000000_1,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83
11967,CAS_7723-14-0,2009,2009-01--2009-12,FRGR0340B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11986,CAS_7723-14-0,2009,2009-01--2009-12,FRGR0334B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11988,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0148,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
11989,CAS_7723-14-0,2009,2009-01--2009-12,FRGR0148,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12017,CAS_14265-44-2,2009,2009-01--2009-12,FRDR396,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12049,CAS_7723-14-0,2009,2009-01--2009-12,ES030MSPF0604021,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
12056,CAS_14265-44-2,2010,2010-01--2010-12,ES11959,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
12059,CAS_14265-44-2,2009,2009-01--2009-12,UKSC005603,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12063,CAS_14265-44-2,2009,2009-01--2009-12,UKSC005952,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12069,CAS_7723-14-0,2009,2009-01--2009-12,SE641574-139704,Sweden,4303307.0,0.0,0.0,23.34,9.15,9.2,0.0,36.4,6.58,0.0,15.33,32.37
12073,CAS_7723-14-0,2009,2009-01--2009-12,SE642012-126863,Sweden,4303307.0,0.0,0.0,23.34,9.15,9.2,0.0,36.4,6.58,0.0,15.33,32.37
12091,CAS_7723-14-0,2010,2010-01--2010-12,BG3MA350R211,Bulgaria,4836884.0,0.0,10.928049723307288,24.35,5.83,1.98,17.93,14.18,12.15,1.96,19.18,19.03
12103,CAS_7723-14-0,2009,2009-01--2009-12,SE642620-141879,Sweden,4303307.0,0.0,0.0,23.34,9.15,9.2,0.0,36.4,6.58,0.0,15.33,32.37
12104,CAS_14265-44-2,2009,2009-01--2009-12,SE643259-139674,Sweden,4303307.0,0.0,0.0,23.34,9.15,9.2,0.0,36.4,6.58,0.0,15.33,32.37
12108,CAS_14265-44-2,2009,2009-01--2009-12,SE642620-141879,Sweden,4303307.0,0.0,0.0,23.34,9.15,9.2,0.0,36.4,6.58,0.0,15.33,32.37
12113,CAS_14265-44-2,2009,2009-01--2009-12,LVG253,Latvia,1136923.0,0.0,22.19835662841796,46.7,21.4,2.6,9.7,6.1,7.7,3.6,0.0,21.23
12119,CAS_7723-14-0,2009,2009-01--2009-12,UKSC004202,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12126,CAS_7723-14-0,2009,2009-01--2009-12,LVL100SP,Latvia,1136923.0,0.0,22.19835662841796,46.7,21.4,2.6,9.7,6.1,7.7,3.6,0.0,21.23
12129,CAS_14265-44-2,2009,2009-01--2009-12,LVG220,Latvia,1136923.0,0.0,22.19835662841796,46.7,21.4,2.6,9.7,6.1,7.7,3.6,0.0,21.23
12154,CAS_7723-14-0,2009,2009-01--2009-12,BG1IS400R012,Bulgaria,4836884.0,0.0,10.928049723307288,24.35,5.83,1.98,17.93,14.18,12.15,1.96,19.18,19.03
12158,CAS_14265-44-2,2009,2009-01--2009-12,BG3MA350R212,Bulgaria,4836884.0,0.0,10.928049723307288,24.35,5.83,1.98,17.93,14.18,12.15,1.96,19.18,19.03
12173,CAS_7723-14-0,2009,2009-01--2009-12,ES080MSPF15-17,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
12205,CAS_7723-14-0,2009,2009-01--2009-12,SE741654-169042,Sweden,4303307.0,0.0,0.0,23.34,9.15,9.2,0.0,36.4,6.58,0.0,15.33,32.37
12213,CAS_14265-44-2,2010,2010-01--2010-12,FI59_911_Y01,Finland,2147000.0,0.0,0.0,35.88,9.24,1.7,13.13,37.83,1.45,0.0,0.0,28.12
12219,CAS_7723-14-0,2010,2010-06--2010-08,FI59-923-1-006_001,Finland,2147000.0,0.0,0.0,35.88,9.24,1.7,13.13,37.83,1.45,0.0,0.0,28.12
12234,CAS_7723-14-0,2010,2010-01--2010-12,FI65_200_001,Finland,2147000.0,0.0,0.0,35.88,9.24,1.7,13.13,37.83,1.45,0.0,0.0,28.12
12235,CAS_14265-44-2,2010,2010-01--2010-12,FI59_331_Y01,Finland,2147000.0,0.0,0.0,35.88,9.24,1.7,13.13,37.83,1.45,0.0,0.0,28.12
12242,CAS_7723-14-0,2010,2010-01--2010-12,FI60_093_A01,Finland,2147000.0,0.0,0.0,35.88,9.24,1.7,13.13,37.83,1.45,0.0,0.0,28.12
12252,CAS_7723-14-0,2007,2007-01--2007-12,UKSC005101,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12253,CAS_7723-14-0,2007,2007-01--2007-12,UKSC005280,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12254,CAS_7723-14-0,2007,2007-01--2007-12,UKSC010493,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12255,CAS_7723-14-0,2007,2007-01--2007-12,UKSC010497,None,50941692.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12257,CAS_7723-14-0,2007,2007-01--2007-12,UKSC010492,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12258,CAS_7723-14-0,2007,2007-01--2007-12,UKSC010657,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12259,CAS_7723-14-0,2007,2007-01--2007-12,UKSC010612,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12260,CAS_7723-14-0,2007,2007-01--2007-12,UKSC010484,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12265,CAS_14265-44-2,2009,2009-01--2009-12,DERW_DENI_02089,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83
12268,CAS_7723-14-0,2007,2007-01--2007-12,UKSC023106,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12272,CAS_7723-14-0,2007,2007-01--2007-12,UKSC023326,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12273,CAS_7723-14-0,2007,2007-01--2007-12,UKSC023233,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12274,CAS_7723-14-0,2007,2007-01--2007-12,UKSC023165,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12287,CAS_7723-14-0,2007,2007-01--2007-12,UKSC023221,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12288,CAS_7723-14-0,2007,2007-01--2007-12,UKSC023215,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12289,CAS_7723-14-0,2007,2007-01--2007-12,UKSC023187,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12294,CAS_7723-14-0,2007,2007-01--2007-12,UKSC005105,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12296,CAS_7723-14-0,2007,2007-01--2007-12,UKSC005219,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12297,CAS_7723-14-0,2007,2007-01--2007-12,UKSC005220,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12298,CAS_7723-14-0,2007,2007-01--2007-12,UKSC005222,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12299,CAS_7723-14-0,2007,2007-01--2007-12,UKSC005228,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12300,CAS_7723-14-0,2007,2007-01--2007-12,UKSC010583,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12301,CAS_7723-14-0,2007,2007-01--2007-12,UKSC010527,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12302,CAS_7723-14-0,2007,2007-01--2007-12,UKSC010666,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12318,CAS_14265-44-2,2009,2009-01--2009-12,DERW_DENI_31029,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83
12319,CAS_14265-44-2,2009,2009-01--2009-12,DERW_DENI_04042,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83
12332,CAS_14265-44-2,2006,2006-01--2006-12,UKGB106038033290,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12334,CAS_14265-44-2,2008,2008-01--2008-12,UKGB106038033270,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12362,CAS_7723-14-0,2009,2009-01--2009-12,FRDR368A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12374,CAS_7723-14-0,2009,2009-01--2009-12,FRDR361B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12376,CAS_14265-44-2,2009,2009-01--2009-12,FRDR1168B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12378,CAS_7723-14-0,2009,2009-01--2009-12,FRDR372,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12391,CAS_14265-44-2,2009,2009-01--2009-12,FRDR356,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12405,CAS_14265-44-2,2009,2009-01--2009-12,FRDR362A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12411,CAS_14265-44-2,2009,2009-01--2009-12,FRDR354A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12419,CAS_14265-44-2,2009,2009-01--2009-12,FRDR361B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12424,CAS_14265-44-2,2009,2009-01--2009-12,UKSC006844,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12425,CAS_14265-44-2,2009,2009-01--2009-12,UKSC005202,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12430,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0346,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12464,CAS_14265-44-2,2009,2009-01--2009-12,FRDR397,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12472,CAS_7723-14-0,2009,2009-01--2009-12,FRDR258,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12477,CAS_7723-14-0,2009,2009-01--2009-12,UKSC005200,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12502,CAS_7723-14-0,2009,2009-01--2009-12,ES10358,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
12505,CAS_14265-44-2,2009,2009-01--2009-12,ES100MSPF1100020,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
12516,CAS_14265-44-2,2009,2009-01--2009-12,FRFR252A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12530,CAS_14265-44-2,2009,2009-01--2009-12,ES100MSPF1000940,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
12538,CAS_14265-44-2,2009,2009-01--2009-12,ES100MSPF1100080,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
12576,CAS_14265-44-2,2009,2009-01--2009-12,ES100MSPF1100030,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
12593,CAS_14265-44-2,2009,2009-01--2009-12,FRFR183,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12597,CAS_7723-14-0,2009,2009-01--2009-12,FRFRR186_5,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12610,CAS_7723-14-0,2009,2009-01--2009-12,UKSC010919,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12611,CAS_14265-44-2,2009,2009-01--2009-12,UKSC010469,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12615,CAS_7723-14-0,2009,2009-01--2009-12,UKSC010153,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12626,CAS_14265-44-2,2010,2010-01--2010-12,ES030MSPF0114010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
12641,CAS_7723-14-0,2010,2010-01--2010-12,BG1RL120R1013,Bulgaria,4836884.0,0.0,10.928049723307288,24.35,5.83,1.98,17.93,14.18,12.15,1.96,19.18,19.03
